nct_id,condition_preferred,mesh_broad,mesh_broad_label
NCT00090168,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00091429,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00091598,Hypertension,C14.907.489,Hypertension
NCT00092599,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00092612,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00092625,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00092638,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00093158,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00097591,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00099268,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00099788,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00099788,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00105300,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00120289,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00120289,Stroke,C14.907.253.855,Stroke
NCT00120328,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT00123903,Hypertension,C14.907.489,Hypertension
NCT00125918,Hypertension,C14.907.489,Hypertension
NCT00130208,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT00133003,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00136019,Seizures,C10.228.140.490,Epilepsy
NCT00136773,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00138723,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00139815,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00141232,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00141453,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT00143221,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00143377,Enuresis,C12.777.934.284,Enuresis
NCT00143377,Enuresis,C13.351.968.934.252,Enuresis
NCT00143481,Enuresis,C12.777.934.284,Enuresis
NCT00143481,Enuresis,C13.351.968.934.252,Enuresis
NCT00143481,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00143507,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00143520,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00147654,Enuresis,C12.777.934.284,Enuresis
NCT00147654,Enuresis,C13.351.968.934.252,Enuresis
NCT00147719,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00147758,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00149227,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00151502,Alzheimer Disease,C10.228.140.380,Dementia
NCT00152425,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00152490,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00152971,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00153036,Stroke,C14.907.253.855,Stroke
NCT00157586,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00162084,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00163202,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00166530,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00168818,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00171145,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00171184,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00171275,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00171275,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00171496,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00174759,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00182143,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00202878,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00203034,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00203060,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00210496,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00210821,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00210912,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00211705,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00212732,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00212810,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00215436,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00216619,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00220363,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00220415,Seizures,C10.228.140.490,Epilepsy
NCT00220961,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00222261,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00224146,Enuresis,C12.777.934.284,Enuresis
NCT00224146,Enuresis,C13.351.968.934.252,Enuresis
NCT00224146,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00225277,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00225589,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00229424,Esophagitis,C06.405.117,Esophageal Diseases
NCT00231595,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00235716,Alzheimer Disease,C10.228.140.380,Dementia
NCT00236509,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00236561,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00239330,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00242320,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00242944,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00242944,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00244426,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00247247,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00250679,Pulmonary Emphysema,C08.381.495,"Lung Diseases, Obstructive"
NCT00256204,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00262054,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00263393,Stroke,C14.907.253.855,Stroke
NCT00270374,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00280371,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00280696,Seizures,C10.228.140.490,Epilepsy
NCT00282932,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00283335,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00286494,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00286897,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00291330,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00296218,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00296218,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00296491,Rhinitis,C08.460.799,Rhinitis
NCT00296530,Rhinitis,C08.460.799,Rhinitis
NCT00300118,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00300196,Brain Ischemia,C14.907.253.092,Brain Ischemia
NCT00300196,Cerebral Infarction,C14.907.253.855,Stroke
NCT00300430,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00300456,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00300469,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00300482,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00303459,Hypertension,C14.907.489,Hypertension
NCT00308347,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00309244,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00311402,Stroke,C14.907.253.855,Stroke
NCT00313313,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00314158,Hypertension,C14.907.489,Hypertension
NCT00316082,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00322153,Alzheimer Disease,C10.228.140.380,Dementia
NCT00325390,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00325403,Hypertension,C14.907.489,Hypertension
NCT00325442,Hypertension,C14.907.489,Hypertension
NCT00327015,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00327418,Stroke,C14.907.253.855,Stroke
NCT00327418,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00327691,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00327691,Stroke,C14.907.253.855,Stroke
NCT00328523,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00329173,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00329238,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00330850,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00331487,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00333112,Enuresis,C12.777.934.284,Enuresis
NCT00333112,Enuresis,C13.351.968.934.252,Enuresis
NCT00334958,Seizures,C10.228.140.490,Epilepsy
NCT00337558,Enuresis,C12.777.934.284,Enuresis
NCT00337558,Enuresis,C13.351.968.934.252,Enuresis
NCT00337558,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00337558,"Urinary Incontinence, Urge",C23.888.942.343.800,Urinary Incontinence
NCT00338117,Alzheimer Disease,C10.228.140.380,Dementia
NCT00348140,Alzheimer Disease,C10.228.140.380,Dementia
NCT00348452,Osteoarthritis,C05.550.114,Arthritis
NCT00353587,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00360308,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00362323,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00362960,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT00366301,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00368108,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00373451,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00379899,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00380939,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00387881,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00402363,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00405717,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00423085,Alzheimer Disease,C10.228.140.380,Dementia
NCT00426751,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00432276,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00432796,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00433732,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00434083,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00439725,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00439725,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00440050,Alzheimer Disease,C10.228.140.380,Dementia
NCT00444925,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00449787,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00451360,Osteoarthritis,C05.550.114,Arthritis
NCT00464269,Seizures,C10.228.140.490,Epilepsy
NCT00464308,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00475852,Heart Failure,C14.280.434,Heart Failure
NCT00490035,Seizures,C10.228.140.490,Epilepsy
NCT00503152,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00513630,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00521820,Heart Failure,C14.280.434,Heart Failure
NCT00522379,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00525824,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00526474,Stroke,C14.907.253.855,Stroke
NCT00527943,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00527943,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00528372,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00528879,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00535405,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00536484,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00537238,Seizures,C10.228.140.490,Epilepsy
NCT00537940,Seizures,C10.228.140.490,Epilepsy
NCT00546637,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00551447,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00555217,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00562289,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00562588,Stroke,C14.907.253.855,Stroke
NCT00570739,Prediabetic State,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00573443,Multiple Sclerosis,C10.314.350.500,Multiple Sclerosis
NCT00575588,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00596752,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00608881,Huntington Disease,C10.228.140.380,Dementia
NCT00611026,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00614939,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00620542,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00627640,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00631189,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00633893,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00633932,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00634114,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00639158,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00643201,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00643851,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00652106,Hypertension,C14.907.489,Hypertension
NCT00660179,Hypertension,C14.907.489,Hypertension
NCT00660907,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00660998,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00661362,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00663897,Gastritis,C06.405.205.697,Gastritis
NCT00666458,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00667797,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00668005,Hypertension,C14.907.489,Hypertension
NCT00668109,Hypertension,C14.907.489,Hypertension
NCT00673231,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00677807,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00679627,Alzheimer Disease,C10.228.140.380,Dementia
NCT00680186,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00680745,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00683878,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00685776,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00685841,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00698932,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00699582,Seizures,C10.228.140.490,Epilepsy
NCT00699972,Seizures,C10.228.140.490,Epilepsy
NCT00700310,Seizures,C10.228.140.490,Epilepsy
NCT00714961,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00740623,Seizures,C10.228.140.490,Epilepsy
NCT00757588,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00771394,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00772603,Seizures,C10.228.140.490,Epilepsy
NCT00783692,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00790907,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00809965,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00809965,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00810693,Hypertension,C14.907.489,Hypertension
NCT00814801,Alzheimer Disease,C10.228.140.380,Dementia
NCT00829660,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00856622,Hypertension,C14.907.489,Hypertension
NCT00857649,Alzheimer Disease,C10.228.140.380,Dementia
NCT00880620,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00887978,Hypertension,C14.907.489,Hypertension
NCT00911937,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00927394,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00928070,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00947843,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00957684,Seizures,C10.228.140.490,Epilepsy
NCT00979628,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00984867,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00988429,Seizures,C10.228.140.490,Epilepsy
NCT01028586,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01049984,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01087762,Spondylarthropathies,C05.550.114,Arthritis
NCT01089751,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01093534,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01095653,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01095666,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01099137,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT01106014,Hypertension,C14.907.489,Hypertension
NCT01132638,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT01137474,Hypertension,C14.907.489,Hypertension
NCT01137474,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01178073,Hypertension,C14.907.489,Hypertension
NCT01187966,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01188824,Cerebral Infarction,C14.907.253.855,Stroke
NCT01188824,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT01195662,Hypertension,C14.907.489,Hypertension
NCT01195662,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01202903,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01212770,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01217892,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01224171,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT01227655,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01228747,Seizures,C10.228.140.490,Epilepsy
NCT01229735,Seizures,C10.228.140.490,Epilepsy
NCT01248468,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT01252056,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT01252953,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT01261325,Seizures,C10.228.140.490,Epilepsy
NCT01262677,Seizures,C10.228.140.490,Epilepsy
NCT01263925,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT01272219,Prediabetic State,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01283594,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01284556,Seizures,C10.228.140.490,Epilepsy
NCT01286935,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01291641,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01293097,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01300819,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01302067,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01313494,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01327846,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01342081,Hypertension,C14.907.489,Hypertension
NCT01353235,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01368536,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT01369329,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT01369342,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT01369355,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT01371994,Enuresis,C12.777.934.284,Enuresis
NCT01371994,Enuresis,C13.351.968.934.252,Enuresis
NCT01392326,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01396395,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01451398,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01455857,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01455870,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01455896,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01479530,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01488019,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01492361,Hyperlipidemias,C18.452.584.500.500,Hyperlipidemias
NCT01493557,Embolism,C14.907.355,Embolism and Thrombosis
NCT01512004,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01512004,"Urinary Incontinence, Urge",C23.888.942.343.800,Urinary Incontinence
NCT01523301,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01541956,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01543555,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT01568073,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01606007,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01618695,Seizures,C10.228.140.490,Epilepsy
NCT01619059,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01621178,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01624259,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01628926,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01646255,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01646320,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01652729,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01683331,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT01695239,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01710657,Seizures,C10.228.140.490,Epilepsy
NCT01729559,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT01732822,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT01741194,Alzheimer Disease,C10.228.140.380,Dementia
NCT01749904,Hypertension,C14.907.489,Hypertension
NCT01749930,Hypertension,C14.907.489,Hypertension
NCT01752634,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01763866,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01763918,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01767519,Enuresis,C12.777.934.284,Enuresis
NCT01767519,Enuresis,C13.351.968.934.252,Enuresis
NCT01767519,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01768559,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01776424,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT01777282,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01794143,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01798706,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01860976,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01877668,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01882439,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01908829,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01937871,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT01949948,Cerebral Infarction,C14.907.253.855,Stroke
NCT01954121,Seizures,C10.228.140.490,Epilepsy
NCT01955161,Alzheimer Disease,C10.228.140.380,Dementia
NCT01963208,Seizures,C10.228.140.490,Epilepsy
NCT01969123,Alzheimer Disease,C10.228.140.380,Dementia
NCT01969136,Alzheimer Disease,C10.228.140.380,Dementia
NCT01972841,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01973205,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT01985334,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01989468,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01994720,Cerebral Infarction,C14.907.253.855,Stroke
NCT01994720,"Ischemic Attack, Transient",C14.907.253.092,Brain Ischemia
NCT02006641,Alzheimer Disease,C10.228.140.380,Dementia
