trm_lvl_id,pmid,page,original_strings_caught_from_tt,mesh_term,mesh_code,atc_code,risk_score,tid,global,global_n,global_pcdsfartl,mesh_term_f,txt_id
4195,26586780,2,body mass index;no prior cabg,Coronary Artery Bypass,D001026,NA,0,1694,previous,8,100000000,Coronary Artery Bypass,NA
4196,26586780,2,body mass index;no prior mi,Myocardial Infarction,D009203,NA,0,1694,previous,8,100010000,Myocardial Infarction,NA
4197,26586780,2,body mass index;no prior pci,Percutaneous Coronary Intervention,D062645,NA,0,1694,previous,8,100000000,Percutaneous Coronary Intervention,NA
4198,26586780,2,body mass index;prior cabg,Coronary Artery Bypass,D001026,NA,0,1694,previous,8,100000000,Coronary Artery Bypass,NA
4199,26586780,2,body mass index;prior mi,Myocardial Infarction,D009203,NA,0,1694,previous,8,100010000,Myocardial Infarction,NA
4200,26586780,2,body mass index;prior pci,Percutaneous Coronary Intervention,D062645,NA,0,1694,previous,8,100001000,Percutaneous Coronary Intervention,NA
4201,26586780,2,indication for pci,Percutaneous Coronary Intervention,D062645,NA,0,1694,any,2,000000000,Percutaneous Coronary Intervention,NA
4202,26586780,2,indication for pci;mi,Myocardial Infarction,D009203,NA,0,1694,any,2,000000000,Myocardial Infarction,NA
4203,26586780,2,indication for pci;no mi,Myocardial Infarction,D009203,NA,0,1694,any,2,000000000,Myocardial Infarction,NA
4204,26586780,2,male female,Gender Identity,D005783,NA,0,1694,any,2,000000000,Gender Identity,NA
4205,26586780,2,race,Racial Groups,D044469,NA,0,1694,any,2,000000000,Racial Groups,NA
4206,26586780,2,race;non-white,Racial Groups,D044469,NA,0,1694,any,2,000000000,Racial Groups,NA
4207,26586780,2,region,Geographic Locations,D005842,NA,0,1694,any,2,000000000,Geographic Locations,NA
4208,26586780,2,region;european union,Geographic Locations,D005842,NA,0,1694,any,2,000000000,Geographic Locations,NA
4209,26586780,2,stent type,Stents,D015607,NA,0,1694,type,12,000000010,Stents,NA
4210,26586780,2,stent type;bare metal stent,Stents,D015607,NA,0,1694,type,12,000000010,Stents,NA
4211,26586780,2,thienopyridine at randomization,Platelet Aggregation Inhibitors,D010975,NA,0,1694,type,12,000000010,Platelet Aggregation Inhibitors,NA
4212,26589819,NA,Medical History: Baseline CHD,Coronary Artery Disease,D003324,NA,0,0,previous,8,100000000,Coronary Artery Disease,190
4213,26627989,2,;cha2ds2-vasc #4,Stroke,D020521,NA,0,1703,severity,11,000100100,Stroke,NA
4214,26627989,2,;cha2ds2-vasc >4,Stroke,D020521,NA,0,1703,severity,11,000100100,Stroke,NA
4215,26627989,2,;history of tia/stroke,Stroke,D020521,NA,0,1703,previous,8,100000000,Stroke,NA
4216,26627989,2,;modified has-bled $3,Hemorrhage,D006470,NA,1,1703,severity,11,000100000,Hemorrhage,NA
4217,26627989,2,;modified has-bled <3,Hemorrhage,D006470,NA,1,1703,severity,11,000100000,Hemorrhage,NA
4218,26627989,2,;no history of tia/stroke,Stroke,D020521,NA,0,1703,previous,8,100000000,Stroke,NA
4219,26627989,2,age,Age Factors,D000367,NA,0,1703,any,2,000000000,Age Factors,NA
4220,26627989,2,male female,Gender Identity,D005783,NA,0,1703,any,2,000000000,Gender Identity,NA
4221,26630143,2,ACE/ARB use Yes No,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,47,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
4222,26630143,2,ACS Event  NSTEMI  STEMI  UA,Acute Coronary Syndrome,D054058,NA,0,47,any,2,000000000,Acute Coronary Syndrome,NA
4223,26630143,2,Age  Less than 65 y ears  65 years or older,Age Factors,D000367,NA,0,47,any,2,000000000,Age Factors,NA
4224,26630143,2,BMI  Less than 30 kg/m2  30 kg/m2 or more,Body Mass Index,D015992,NA,0,47,any,2,000000000,Body Mass Index,NA
4225,26630143,2,Days between ACS and Rand  Less than 30  30 to less than 60  60 to less than 90  90 or greater,Coronary Artery Disease,D003324,NA,0,47,any,2,000000000,Coronary Artery Disease,NA
4226,26630143,2,DM Duration  Less than 10 y ears  10 years or more,Diabetes Mellitus,D003920,NA,0,47,duration,5,001000000,Diabetes Mellitus,NA
4227,26630143,2,eGFR  <60 ml/min/1.73m2  60-90 ml/min/1.73m2  >=90 ml/min/1.73m2,Glomerular Filtration Rate,D005919,NA,0,47,any,2,000000000,Glomerular Filtration Rate,NA
4228,26630143,2,Ethnicity  Hispanic  Not Hispanic,Racial Groups,D044469,NA,0,47,any,2,000000000,Racial Groups,NA
4229,26630143,2,Gender  Female  Male,Gender Identity,D005783,NA,0,47,any,2,000000000,Gender Identity,NA
4230,26630143,2,HbAlc  Less than 7.5%  7.5% or more,Hypoglycemia,D007003,NA,0,47,any,2,000000000,Hypoglycemia,NA
4231,26630143,2,History of HF  No  Yes,Heart Failure,D006333,NA,0,47,previous,8,100000000,Heart Failure,NA
4232,26630143,2,Racial category  White  Black  Asian  All Other,Racial Groups,D044469,NA,0,47,any,2,000000000,Racial Groups,NA
4233,26630143,2,Region  Africa ! Near East  Asia Pacific  Eastern Europe  Western Europe  North America  South! Central America,Geographic Locations,D005842,NA,0,47,any,2,000000000,Geographic Locations,NA
4234,26630143,2,Region (US)  United States  Non-US,Geographic Locations,D005842,NA,0,47,any,2,000000000,Geographic Locations,NA
4235,26653621,2,baseline sbp,Blood Pressure,D001794,NA,0,796,any,2,000000000,Blood Pressure,NA
4236,26653621,2,peak systolic pressure gradient,Blood Pressure,D001794,NA,0,796,any,2,000000000,Blood Pressure,NA
4237,26653621,2,percent stenosis [core lab],"Constriction, Pathologic",D003251,NA,0,796,any,2,000000000,"Constriction, Pathologic",NA
4238,26653621,2,percent stenosis [investigator],"Constriction, Pathologic",D003251,NA,0,796,any,2,000000000,"Constriction, Pathologic",NA
4239,26681720,2,;ace-i or arb use,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,1763,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
4240,26681720,2,;age<65,Age Factors,D000367,NA,0,1763,any,2,000000000,Age Factors,NA
4241,26681720,2,;age>:65,Age Factors,D000367,NA,0,1763,any,2,000000000,Age Factors,NA
4242,26681720,2,;betablocker use,Adrenergic beta-Antagonists,D000319,NA,0,1763,any,2,000000000,Adrenergic beta-Antagonists,NA
4243,26681720,2,;heart rate < 69 bpm,Heart Rate,D006339,NA,0,1763,any,2,000000000,Heart Rate,NA
4244,26681720,2,;heart rate > 69 bpm,Heart Rate,D006339,NA,0,1763,any,2,000000000,Heart Rate,NA
4245,26681720,2,;ifg/igt,Glucose Intolerance,D018149,NA,0,1763,any,2,000000000,Glucose Intolerance,NA
4246,26681720,2,;metformin use,Hypoglycemic Agents,D007004,NA,0,1763,any,2,000000000,Hypoglycemic Agents,NA
4247,26681720,2,;neither ace-i nor arb use,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,1763,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
4248,26681720,2,;new dm,Diabetes Mellitus,D003920,NA,0,1763,current,3,010000000,Diabetes Mellitus,NA
4249,26681720,2,;no betablocker use,Adrenergic beta-Antagonists,D000319,NA,0,1763,any,2,000000000,Adrenergic beta-Antagonists,NA
4250,26681720,2,;no metformin use,Hypoglycemic Agents,D007004,NA,0,1763,any,2,000000000,Hypoglycemic Agents,NA
4251,26681720,2,;no prior cv event,Cardiovascular Diseases,D002318,NA,0,1763,previous,8,100000000,Cardiovascular Diseases,NA
4252,26681720,2,;no statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1763,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
4253,26681720,2,;omega-3 fa intake 1st third,Fatty Acids,D005227,NA,0,1763,any,2,000000000,Fatty Acids,NA
4254,26681720,2,;omega-3 fa intake 2nd third,Fatty Acids,D005227,NA,0,1763,any,2,000000000,Fatty Acids,NA
4255,26681720,2,";omega-3 fa intake 3,d third",Fatty Acids,D005227,NA,0,1763,any,2,000000000,Fatty Acids,NA
4256,26681720,2,;omega 3 allocation,"Fatty Acids, Omega-3",D015525,NA,0,1763,any,2,000000000,"Fatty Acids, Omega-3",NA
4257,26681720,2,;prior cv event,Cardiovascular Diseases,D002318,NA,0,1763,previous,8,100000000,Cardiovascular Diseases,NA
4258,26681720,2,;prior dm,Diabetes Mellitus,D003920,NA,0,1763,previous,8,100000000,Diabetes Mellitus,NA
4259,26681720,2,;statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1763,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
4260,26681720,2,;triglycerides 1st third,Lipoproteins,D008074,NA,0,1763,any,2,000000000,Lipoproteins,NA
4261,26681720,2,;triglycerides 2nd third,Lipoproteins,D008074,NA,0,1763,any,2,000000000,Lipoproteins,NA
4262,26681720,2,";triglycerides 3,d third",Lipoproteins,D008074,NA,0,1763,any,2,000000000,Lipoproteins,NA
4263,26681720,2,age,Age Factors,D000367,NA,0,1763,any,2,000000000,Age Factors,NA
4264,26681720,2,BMI,Body Mass Index,D015992,NA,0,1763,any,2,000000000,Body Mass Index,NA
4265,26681720,2,Insulin glargine,Insulin,D007328,NA,0,1763,any,2,000000000,Insulin,NA
4266,26681720,2,male female,Gender Identity,D005783,NA,0,1763,any,2,000000000,Gender Identity,NA
4267,26699168,2,age at screening,Age Factors,D000367,NA,0,1158,any,2,000000000,Age Factors,NA
4268,26699168,2,geographical region,Geographic Locations,D005842,NA,0,1158,any,2,000000000,Geographic Locations,NA
4269,26699168,2,geographical region;western europe / australia,Geographic Locations,D005842,NA,0,1158,any,2,000000000,Geographic Locations,NA
4270,26699168,2,"pah etiology;assoc, with connective tissue disease",Connective Tissue Diseases,D003240,NA,0,1158,aetiological,1,000001000,Connective Tissue Diseases,NA
4271,26699168,2,"pah etiology;assoc, with corrected congenital shunts",Cardiovascular Abnormalities,D018376,NA,0,1158,aetiological,1,000001000,Cardiovascular Abnormalities,NA
4272,26699168,2,"pah etiology;ipah, hpah, hiv, drug or toxin induced",complex,none,NA,0,1158,aetiological,1,000001000,complex,NA
4273,26699168,2,pah therapy at baseline,antihypertensives for pulmonary arterial hypertension,NA,C02KX,0,1158,any,2,000000000,antihypertensives for pulmonary arterial hypertension,NA
4274,26699168,2,pah therapy at baseline;era and pde5 inhibitors,cardiac therapy,NA,C01,0,1158,any,2,000000000,cardiac therapy,NA
4275,26699168,2,pah therapy at baseline;era monotherapy,cardiac therapy,NA,C01,0,1158,any,2,000000000,cardiac therapy,NA
4276,26699168,2,pah therapy at baseline;pde5 inhibitor monotherapy,cardiac therapy,NA,C01,0,1158,any,2,000000000,cardiac therapy,NA
4277,26699168,2,"pulmonary arterial hypertension, etiology",Pulmonary Arterial Hypertension,D000081029,NA,0,1158,aetiological,1,000001010,Pulmonary Arterial Hypertension,NA
4278,26699168,2,sex,Gender Identity,D005783,NA,0,1158,any,2,000000000,Gender Identity,NA
4279,26699168,2,who functional class,Pulmonary Arterial Hypertension,D000081029,NA,0,1158,severity,11,000100000,Pulmonary Arterial Hypertension,NA
4280,26704701,2,japan,Geographic Locations,D005842,NA,0,1362,any,2,000000000,Geographic Locations,NA
4281,26704701,2,not-japan,Geographic Locations,D005842,NA,0,1362,any,2,000000000,Geographic Locations,NA
4282,26744025,2,asian,Racial Groups,D044469,NA,0,1165,any,2,000000000,Racial Groups,NA
4283,26744025,2,black/african- american,Racial Groups,D044469,NA,0,1165,any,2,000000000,Racial Groups,NA
4284,26744025,2,other,Racial Groups,D044469,NA,0,1165,any,2,000000000,Racial Groups,NA
4285,26744025,2,race,Racial Groups,D044469,NA,0,1165,any,2,000000000,Racial Groups,NA
4286,26744025,2,white,Racial Groups,D044469,NA,0,1165,any,2,000000000,Racial Groups,NA
4287,26744025,NA,Patient Variable: Race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,96
4288,26754626,2,;diabetes mellitus,Diabetes Mellitus,D003920,NA,0,305,any,2,000000000,Diabetes Mellitus,NA
4289,26754626,2,";diabetes mellitus, n=2907",Diabetes Mellitus,D003920,NA,0,305,any,2,000000000,Diabetes Mellitus,NA
4290,26754626,2,;pre–diabetes mellitus,Prediabetic State,D011236,NA,0,305,any,2,000000000,Prediabetic State,NA
4291,26754626,2,";pre–diabetes mellitus, n=2103",Prediabetic State,D011236,NA,0,305,any,2,000000000,Prediabetic State,NA
4292,26754626,2,;undiagnosed diabetes mellitus,Diabetes Mellitus,D003920,NA,0,305,any,2,000000000,Diabetes Mellitus,NA
4293,26754626,2,";undiagnosed diabetes mellitus, n=1106",Diabetes Mellitus,D003920,NA,0,305,any,2,000000000,Diabetes Mellitus,NA
4294,26754626,3,;diabetes mellitus,Diabetes Mellitus,D003920,NA,0,1572,any,2,000000000,Diabetes Mellitus,NA
4295,26754626,3,";diabetes mellitus, n=2907",Diabetes Mellitus,D003920,NA,0,1572,any,2,000000000,Diabetes Mellitus,NA
4296,26754626,3,";normal hba1c, n=2158",Glycated Hemoglobin A,D006442,NA,0,1572,any,2,000000000,Glycated Hemoglobin A,NA
4297,26754626,3,;pre–diabetes mellitus,Prediabetic State,D011236,NA,0,1572,any,2,000000000,Prediabetic State,NA
4298,26754626,3,";pre–diabetes mellitus, n=2103",Prediabetic State,D011236,NA,0,1572,any,2,000000000,Prediabetic State,NA
4299,26754626,3,;undiagnosed diabetes mellitus,Diabetes Mellitus,D003920,NA,0,1572,any,2,000000000,Diabetes Mellitus,NA
4300,26754626,3,";undiagnosed diabetes mellitus, n=1106",Diabetes Mellitus,D003920,NA,0,1572,any,2,000000000,Diabetes Mellitus,NA
4301,26762481,NA,Patient Variable: Gender,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,82
4302,26786577,NA,hba1c,Glycated Hemoglobin A,D006442,NA,0,0,any,2,000000000,Glycated Hemoglobin A,NA
4303,26792812,2,concomitant conventional dmard use,Antirheumatic Agents,D018501,NA,0,124,any,2,000000000,Antirheumatic Agents,NA
4304,26792812,2,prior biologic exposure,Biological Therapy,D001691,NA,0,124,previous,8,100000000,Biological Therapy,NA
4305,26826179,NA,peripheral artery disease history,Pulmonary Arterial Hypertension,D000081029,NA,0,0,previous,8,100000000,Pulmonary Arterial Hypertension,137
4306,26827074,NA,age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,203
4307,26827074,NA,age plus Gd status at baseline,complex,none,NA,0,0,any,2,000000000,complex,202
4308,26827074,NA,Expanded Disability Status Scale at baseline,Multiple Sclerosis,D009103,NA,0,0,severity,2,000000000,Multiple Sclerosis,202
4309,26827074,NA,Gd lesion status at baseline,Coronary Artery Disease,D003324,NA,0,0,any,2,000000000,Coronary Artery Disease,202
4310,26827074,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,202
4311,26833744,NA,bmi,Body Mass Index,D015992,NA,0,0,any,2,000000000,Body Mass Index,162
4312,26833744,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
4313,26886418,2,age,Age Factors,D000367,NA,0,1567,any,2,000000000,Age Factors,NA
4314,26886418,2,body-mass index,Body Mass Index,D015992,NA,0,1567,any,2,000000000,Body Mass Index,NA
4315,26886418,2,coronary artery disease,Coronary Artery Disease,D003324,NA,0,1567,any,2,000000000,Coronary Artery Disease,NA
4316,26886418,2,fasting glucose,Glucose,D005947,NA,0,1567,any,2,000000000,Glucose,NA
4317,26886418,2,glycated hemoglobin,Glycated Hemoglobin A,D006442,NA,0,1567,any,2,000000000,Glycated Hemoglobin A,NA
4318,26886418,2,HDL cholesterol,Lipoproteins,D008074,NA,0,1567,any,2,000000000,Lipoproteins,NA
4319,26886418,2,Hypertension,Hypertension,D006973,NA,0,1567,any,2,000000000,Hypertension,NA
4320,26886418,2,race,Racial Groups,D044469,NA,0,1567,any,2,000000000,Racial Groups,NA
4321,26886418,2,sex,Gender Identity,D005783,NA,0,1567,any,2,000000000,Gender Identity,NA
4322,26886418,2,triglycerides,Lipoproteins,D008074,NA,0,1567,any,2,000000000,Lipoproteins,NA
4323,26915374,2,enalapril,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,468,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
4324,26915374,2,sacubitril/valsartan,Angiotensin Receptor Antagonists,D057911,NA,0,468,any,2,000000000,Angiotensin Receptor Antagonists,NA
4325,26934128,NA,main meal,complex,NA,NA,0,0,any,2,000000000,complex,218
4326,26934128,NA,Patient Variable: consumed meal with the highest postprandial blood glucose level,Glucose,D005947,NA,0,0,any,2,000000000,Glucose,88
4327,26936426,NA,race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,102
4328,26949137,NA,Age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
4329,26949137,NA,level of asthma control at baseline (controlled or not controlled) previous asthma therapy (inhaled glucocorticoids or inhaled glucocorticoids plus LABA),Asthma,D001249,NA,0,0,any,2,000000000,Asthma,NA
4330,26994121,NA,diabetes,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,150
4331,27018175,NA,Eosinophil count (cells/microlitre),Eosinophilia,D004802,NA,0,0,any,2,000000000,Eosinophilia,NA
4332,27028914,2,# of prior bdmards,Antirheumatic Agents,D018501,NA,0,298,previous,8,100000000,Antirheumatic Agents,NA
4333,27028914,2,# of prior non-tnfi bdmards*,complex,none,NA,0,298,previous,8,100000000,complex,NA
4334,27028914,2,# of prior tnfi among non-tnfi naive,Tumor Necrosis Factor Inhibitors,D000079424,L04AB,0,298,previous,8,100000000,Tumor Necrosis Factor Inhibitors,NA
4335,27033025,2,ukpds 10-year risk score <20%,Diabetes Mellitus,D003920,NA,1,434,severity,11,000100000,Diabetes Mellitus,NA
4336,27033025,2,ukpds 10-year risk score >20%,Diabetes Mellitus,D003920,NA,1,434,severity,11,000100000,Diabetes Mellitus,NA
4337,27039236,NA,fixed airflow obstruction,"Pulmonary Disease, Chronic Obstructive",D029424,NA,0,0,severity,11,000100000,"Pulmonary Disease, Chronic Obstructive",71
4338,27039236,NA,Medical History: FAO status,"Pulmonary Disease, Chronic Obstructive",D029424,NA,0,0,previous severity,9,100100000,"Pulmonary Disease, Chronic Obstructive",18
4339,27043082,2,actual treatment strategy;cabg surgery,Coronary Artery Bypass,D001026,NA,0,543,any,2,000000000,Coronary Artery Bypass,NA
4340,27043082,2,actual treatment strategy;pci,Percutaneous Coronary Intervention,D062645,NA,0,543,any,2,000000000,Percutaneous Coronary Intervention,NA
4341,27043082,2,age,Age Factors,D000367,NA,0,543,any,2,000000000,Age Factors,NA
4342,27043082,2,chronic kidney disease,Kidney Diseases,D007674,NA,0,543,any,2,000000000,Kidney Diseases,NA
4343,27043082,2,diabetes mellitus,Diabetes Mellitus,D003920,NA,0,543,any,2,000000000,Diabetes Mellitus,NA
4344,27043082,2,no. of predictors of cardiovascular risk,Cardiovascular Diseases,D002318,NA,0,543,risk score,10,000000100,Cardiovascular Diseases,NA
4345,27043082,2,prior heart failure,Heart Failure,D006333,NA,0,543,previous,8,100000000,Heart Failure,NA
4346,27043082,2,prior mi,Myocardial Infarction,D009203,NA,0,543,previous,8,100010000,Myocardial Infarction,NA
4347,27043082,2,prior pci or cabg surgery,Coronary Artery Bypass,D001026,NA,0,543,previous,8,100000000,Coronary Artery Bypass,NA
4348,27043082,2,qualifying diagnosis;non-st-elevation mi,ST Elevation Myocardial Infarction,D000072657,NA,0,543,any,2,000000000,ST Elevation Myocardial Infarction,NA
4349,27043082,2,qualifying diagnosis;st-elevation mi,ST Elevation Myocardial Infarction,D000072657,NA,0,543,any,2,000000000,ST Elevation Myocardial Infarction,NA
4350,27043082,2,sex,Gender Identity,D005783,NA,0,543,any,2,000000000,Gender Identity,NA
4351,27043082,2,"time from randomization to pci (non-st-elevation mi), h",Percutaneous Coronary Intervention,D062645,NA,0,543,any,2,000000000,Percutaneous Coronary Intervention,NA
4352,27043082,2,"time from randomization to pci (st-elevation mi), min",Percutaneous Coronary Intervention,D062645,NA,0,543,any,2,000000000,Percutaneous Coronary Intervention,NA
4353,27046160,NA,Medical History: Diabetes at baseline,Diabetes Mellitus,D003920,NA,0,0,previous,8,100000000,Diabetes Mellitus,44
4354,27046162,NA,pad,Peripheral Vascular Diseases,D016491,NA,0,0,any,2,000000000,Peripheral Vascular Diseases,44
4355,27087007,NA,prior omalizumab treatment,Adrenergic beta-2 Receptor Agonists,D058666,NA,0,0,previous,8,100000000,Adrenergic beta-2 Receptor Agonists,283
4356,27098404,1,"randomised patients with basdai assessment at baseline and week 24, n",Spondylitis,D013166,NA,0,145,severity,11,000100000,Spondylitis,NA
4357,27098404,1,randomised patients with dactylitis at baseline,unclassifiable,NA,NA,0,145,any,2,000000000,unclassifiable,NA
