nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT00101751,Phase 4,NA,INITIATE Plus (INITiation of Insulin to Reach A1c TargEt) Study,"Efficacy and Safety of a Standard Titration Algorithm Coupled With a Conventional Dietary Intervention or Intensive Dietary Intervention Versus a Standard Titration Algorithm, Alone, in Patients With Type 2 Diabetes Initiating NovoLog® Mix 70/30 Therapy",4877,NA,insulin aspart,poss_plac_stnd,NA
NCT01885208,Phase 3,2,Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-weekly as add-on to 1-2 Oral Antidiabetic Drugs (OADs) in Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-weekly as add-on to 1-2 Oral Antidiabetic Drugs (OADs) in Subjects With Type 2 Diabetes (SUSTAIN™ 3 - vs. QW GLP-1),813,exenatide,semaglutide,same_5,FALSE
NCT01930188,Phase 3,4,Efficacy and Safety of Semaglutide Once-weekly Versus Sitagliptin Once-daily as add-on to Metformin and/or TZD in Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once-weekly Versus Sitagliptin Once-daily as add-on to Metformin and/or TZD in Subjects With Type 2 Diabetes (SUSTAIN™ 2 - vs. DPP-4 Inhibitor),1231,sitagliptin,semaglutide,same_4,FALSE
NCT02054897,Phase 3,4,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subjects With Type 2 Diabetes,388,placebo,semaglutide,plac_stnd,FALSE
NCT02207374,Phase 3,3,A Trial Comparing the Safety and Efficacy of Semaglutide Once Weekly in Monotherapy or in Combination With One OAD in Japanese Subjects With Type 2 Diabetes,Safety and Efficacy of Semaglutide Once Weekly in Monotherapy or in Combination With One OAD in Japanese Subjects With Type 2 Diabetes Who Are Insufficiently Controlled on Diet/Exercise Therapy or OAD Monotherapy,601,dpp-4 inhibitor,semaglutide,same_4,FALSE
NCT02128932,Phase 3,3,Efficacy and Safety of Semaglutide Once Weekly Versus Insulin Glargine Once Daily as add-on to Metformin With or Without Sulphonylurea in Insulin-naïve Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once Weekly Versus Insulin Glargine Once Daily as Add on to Metformin With or Without Sulphonylurea in Insulin-naïve Subjects With Type 2 Diabetes,1089,insulin glargine,semaglutide,diff_class,FALSE
NCT02305381,Phase 3,4,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo as add-on to Basal Insulin Alone or Basal Insulin in Combination With Metformin in Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo as add-on to Basal Insulin Alone or Basal Insulin in Combination With Metformin in Subjects With Type 2 Diabetes,397,placebo,semaglutide,plac_stnd,FALSE
NCT02706847,Phase 3,4,A Study to Compare ABT-494 to Placebo in Subjects With Rheumatoid Arthritis on Stable Dose of Conventional Synthetic Disease-Modifying Antirheumatic Drugs (csDMARDs) Who Have an Inadequate Response or Intolerance to Biologic DMARDs,"A Phase 3, Randomized, Double-Blind Study Comparing ABT-494 to Placebo on Stable Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs (csDMARDs) in Subjects With Moderately to Severely Active Rheumatoid Arthritis With Inadequate Response or Intolerance to Biologic DMARDs (bDMARDs)",499,placebo,upadacitinib tartrate,plac_stnd,TRUE
NCT00734630,Phase 4,2,Efficacy and Safety of Nebivolol (Added to Lisinopril or Losartan) in Hypertensive Patients,"A Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of Nebivolol Added To Antihypertensive Treatment With Lisinopril or Losartan in Patients With Hypertension.",491,placebo,nebivolol,plac_stnd,FALSE
NCT00791999,Phase 2/Phase 3,4,Efficacy Confirmation Trial of CDP870 as add-on Medication to Methotrexate (MTX) in Japanese Rheumatoid Arthritis (RA),"A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Assess the Efficacy, Pharmacokinetics and Safety of CDP870 as add-on Medication to MTX in Japanese Active RA Patients Who Have an Incomplete Response to MTX.",316,placebo,certolizumab pegol,plac_stnd,FALSE
NCT00627016,Phase 3,2,A Study of Dexlansoprazole Modified Release Formulation to Treat Night Heartburn,"A Phase 3 Multicenter, Randomized, Double-Blind, Parallel Group, Placebo Controlled Trial to Evaluate the Efficacy of TAK-390MR (30 mg QD) Compared to Placebo on Relief of Nocturnal Heartburn in Subjects With Symptomatic Gastroesophageal Reflux Disease (GERD)",305,placebo,dexlansoprazole,plac_stnd,FALSE
NCT00359905,Phase 3,3,Evaluation of the Efficacy and Safety of Silodosin in the Treatment of the Signs and Symptoms of BPH,"Evaluation of the Efficacy and Safety of Silodosin vs. Tamsulosin and Placebo in the Treatment of the Signs and Symptoms of BPH. Multicentre, Randomised, Double-Blind, Controlled Trial With an Optional Long-Term, Open-Label Extension Phase.",1228,placebo,silodosin,plac_stnd,FALSE
NCT00090103,Phase 3,3,Benign Prostatic Hyperplasia Trial With Dutasteride And Tamsulosin Combination Treatment,"A Randomized, Double-blind, Parallel Group Study to Investigate the Efficacy and Safety of Treatment With Dutasteride (0.5mg) and Tamsulosin (0.4mg), Administered Once Daily for 4 Years, Alone and Combination, on the Improvement of Symptoms and Clinical Outcome in Men With Moderate to Severe Symptomatic Benign Prostatic Hyperplasia",4844,NA,tamsulosin,plac_stnd,FALSE
NCT00919711,Phase 3,2,Study to Evaluate the Safety and Efficacy of Denosumab and Actonel® in Post Menopausal Women Transitioned From Alendronate Therapy,A Randomized Open-Label Study to Evaluate the Safety and Efficacy of Denosumab and Monthly Actonel® Therapies in Postmenopausal Women Transitioned From Weekly or Daily Alendronate Therapy,870,not a drug,denosumab,plac_stnd,FALSE
NCT00105300,Phase 3,NA,Study of the Human Anti-TNF Monoclonal Antibody Adalimumab for the Induction of Clinical Remission in Subjects With Crohn's Disease,"A Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study of the Human Anti-TNF Monoclonal Antibody Adalimumab for the Induction of Clinical Remission in Subjects With Moderate to Severe Crohn's Disease Who Have Lost Response or Are Intolerant to Infliximab",300,NA,adalimumab,poss_plac_stnd,NA
NCT00152490,Phase 3,NA,"A Study to Test the Effect of CDP870 in the Treatment of Crohn's Disease Over 26 Weeks, Comparing CDP870 to a Dummy Drug (Placebo)","A Phase III Multi-national, Multi-centre, Double-blind Placebo-controlled Parallel Group, 26 Week Study to Assess the Safety and Efficacy of the Humanised Anti-TNF PEG Conjugate, CDP870 400 mg sc, (Dosed at Weeks 0, 2, 4 Then 4-weekly to Week 24), in the Treatment of Patients With Active Crohn's Disease",604,NA,certolizumab pegol,poss_plac_stnd,NA
NCT00299546,Phase 3,3,A Study of the Safety and Efficacy of Golimumab (CNTO 148) in Subjects With Active Rheumatoid Arthritis Previously Treated With Biologic Anti-TNFa Agent(s),"A Multicenter, Randomized, Double-blind, Placebo-controlled Trial of Golimumab, a Fully Human Anti-TNFa Monoclonal Antibody, Administered Subcutaneously in Subjects With Active Rheumatoid Arthritis and Previously Treated With Biologic Anti- TNFa Agent(s)",461,NA,golimumab,plac_stnd,TRUE
NCT00152425,Phase 3,NA,"Study to Test the Effect of CDP870 in the Treatment of Crohn's Disease Over 26 Weeks, Comparing CDP870 to a Dummy Drug (Placebo), Following 3 Doses of Active Drug (CDP870).","A Phase III Multi-national, Multi-centre, Double-blind Placebo-controlled Parallel Group, 26 Week Study to Assess the Maintenance of Clinical Response to Humanised Anti-TNF PEG Conjugate, CDP870 400 mg sc, (Dosed 4-weekly From Weeks 8 to 24), in the Treatment of Patients With Active Crohn's Disease Who Have Responded to Open Induction Therapy (Dosed at Weeks 0, 2 and 4) With CDP870",392,NA,certolizumab pegol,poss_plac_stnd,NA
NCT00410410,Phase 3,3,A Study of Abatacept in Patients With Active Ulcerative Colitis,"A Phase 3, Multi-Center, Randomized, Placebo-Controlled Study to Evaluate the Clinical Efficacy and Safety of Induction and Maintenance Therapy With Abatacept in Subjects With Active Ulcerative Colitis (UC) Who Have Had an Inadequate Clinical Response and/or Intolerance to Medical Therapy",591,placebo,abatacept,plac_stnd,FALSE
NCT01606761,Phase 3,3,"A Study of CNTO 136 (Sirukumab), a Human Anti-IL-6 Monoclonal Antibody, Administered Subcutaneously, in Patients With Active Rheumatoid Arthritis Despite Anti-TNF-Alpha Therapy (SIRROUND-T)","A Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel Group Study of CNTO 136 (Sirukumab), a Human Anti-IL-6 Monoclonal Antibody, Administered Subcutaneously, in Subjects With Active Rheumatoid Arthritis Despite Anti-TNF-Alpha Therapy",878,placebo,sirukumab,plac_stnd,TRUE
NCT01458574,Phase 3,3,"A Study Of Oral CP-690,550 As A Maintenance Therapy For Ulcerative Colitis","A Multicentre, Randomized, Double-blind, Placebo-controlled, Parallel-group Study Of Oral Cp-690,550 As A Maintenance Therapy In Subjects With Ulcerative Colitis",593,placebo,tofacitinib,plac_stnd,FALSE
NCT01860976,Phase 3,2,Efficacy and Safety of Subcutaneous Abatacept in Adults With Active Psoriatic Arthritis,A Phase 3 Randomized Placebo-Controlled Study to Evaluate the Efficacy and Safety of Abatacept Subcutaneous Injection in Adults With Active Psoriatic Arthritis,489,placebo,abatacept,plac_stnd,FALSE
NCT01369355,Phase 3,6,A Study to Evaluate the Safety and Efficacy of Ustekinumab Maintenance Therapy in Patients With Moderately to Severely Active Crohn's Disease (IM-UNITI),"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate the Safety and Efficacy of Ustekinumab Maintenance Therapy in Subjects With Moderately to Severely Active Crohn's Disease",1282,placebo,ustekinumab,plac_stnd,FALSE
NCT02159053,Phase 3,3,"16-week Efficacy and 2-year Safety, Tolerability and Efficacy of Secukinumab in Participants With Active Ankylosing Spondylitis","A Randomized, Double-blind, Placebo-controlled, Phase III Multicenter Study of Subcutaneous Secukinumab (150 mg) With and Without a Subcutaneous Loading Regimen to Assess Efficacy, Safety, and Tolerability up to 2 Years in Patients With Active Ankylosing Spondylitis",350,placebo,secukinumab,plac_stnd,FALSE
NCT01392326,Phase 3,3,"Efficacy at 24 Weeks and Long Term Safety, Tolerability and Efficacy up to 2 Years of Secukinumab (AIN457) in Patients With Active Psoriatic Arthritis (PsA)","A Randomized, Double-blind, Placebo-controlled, Multicenter Study of Secukinumab to Demonstrate the Efficacy at 24 Weeks and to Assess the Long Term Safety, Tolerability and Efficacy up to 2 Years in Patients With Active Psoriatic Arthritis",606,placebo,secukinumab,plac_stnd,FALSE
NCT01232569,Phase 3,2,A Study of RoActemra/Actemra (Tocilizumab) Given Subcutaneously in Combination With Traditional DMARDs in Patients With Moderate to Severe Active Rheumatoid Arthritis,"A Randomized, Double-blind, Parallel Group Study of Safety and the Effect on Clinical Outcome of Tocilizumab Subcutaneous (sc) Versus Placebo sc in Combination With Traditional Disease Modifying Anti-rheumatic Drugs (DMARDs) in Patients With Moderate to Severe Active Rheumatoid Arthritis",656,placebo,tocilizumab,plac_stnd,FALSE
NCT01989468,Phase 3,3,24 Week Efficacy and 3-year Safety and Efficacy of Secukinumab in Active Psoriatic Arthritis,"A Phase III, Randomized, Double-blind, Placebo-controlled Study of Subcutaneous Secukinumab in Autoinjectors, to Demonstrate Efficacy at 24 Weeks and Long Term Safety and Efficacy up to 3 Years in Subjects With Active Psoriatic Arthritis",414,placebo,secukinumab,plac_stnd,FALSE
NCT01224171,Phase 3,2,Study of Vedolizumab in Patients With Moderate to Severe Crohn's Disease,"A Phase 3, Randomized, Placebo-Controlled, Blinded, Multicenter Study of the Induction of Clinical Response and Remission by Vedolizumab in Patients With Moderate to Severe Crohn's Disease",416,placebo,vedolizumab,plac_stnd,FALSE
NCT01458951,Phase 3,2,"A Study To Evaluate Both The Efficacy and Safety Profile of CP-690,550 In Patients With Moderately to Severely Active Ulcerative Colitis","A Multicentre, Randomized, Double-blind, Placebo-controlled, Parallel-group Study Of Oral Cp-690,550 As An Induction Therapy In Subjects With Moderate To Severe Ulcerative Colitis.",547,placebo,tofacitinib,plac_stnd,FALSE
NCT00970632,Phase 3,3,A Study of Tadalafil in Men With Benign Prostatic Hyperplasia,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, Global Multicenter Study to Evaluate the Efficacy and Safety of Tadalafil Once Daily Dosing for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia",511,placebo,tadalafil,plac_stnd,FALSE
NCT00251706,Phase 3,NA,Amiodarone to Prevent Post-Operative Arrhythmias,"Prophylactic Amiodarone for the Prevention of Arrhythmias That Begin Early After Revascularization, Valve Replacement, or Repair - PAPABEAR",600,NA,amiodarone,poss_plac_stnd,NA
NCT00216619,Phase 3,2,The Prolonged Use of Topiramate for Preventing Migraine Headaches,"A Double-Blind, Randomized, Placebo-Controlled, Multicenter Trial to Investigate the Efficacy and Tolerability of Topiramate in Prolonged Migraine Prevention",834,placebo,topiramate,plac_stnd,TRUE
NCT01370005,Phase 3,3,12 Week Efficacy and Safety Study of Empagliflozin (BI 10773) in Hypertensive Patients With Type 2 Diabetes Mellitus,"A Phase III Randomised, Double-blind, Placebo-controlled, Parallel Group, Efficacy and Safety Study of BI 10773 (10 mg, 25 mg) Administered Orally, Once Daily Over 12 Weeks in Hypertensive Patients With Type 2 Diabetes Mellitus",825,NA,empagliflozin,plac_stnd,FALSE
NCT01261325,Phase 3,3,Brivaracetam Efficacy and Safety Study in Subjects With Partial Onset Seizures,"A Randomized, Double-blind, Placebo-controlled, Multicenter, Parallel-group Study to Evaluate the Efficacy and Safety of Brivaracetam in Subjects (≥16 to 80 Years Old) With Partial Onset Seizures",768,placebo,brivaracetam,plac_stnd,FALSE
NCT00464269,Phase 3,4,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures","An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",400,placebo,brivaracetam,plac_stnd,FALSE
NCT00490035,Phase 3,4,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures","A Multi-center, Double-blind, Parallel-group, Placebo Controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures.",399,placebo,brivaracetam,plac_stnd,FALSE
NCT00740623,Phase 3,3,"A Study of the Effectiveness, Safety, and Tolerability of Carisbamate as Add-On Therapy in Patients With Partial Onset Seizures.","A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Carisbamate as Adjunctive Therapy in Subjects With Partial Onset Seizures.",547,placebo,carisbamate,plac_stnd,FALSE
NCT01262677,Phase 3,3,Once-A-Day Pregabalin For Partial Seizures,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Multi-Center Trial Of Pregabalin Controlled Release Formulation As Adjunctive Therapy In Adults With Partial Onset Seizures - Protocol A0081194",334,placebo,pregabalin,plac_stnd,FALSE
NCT00318422,Phase 3,NA,Effect of Liraglutide on Blood Glucose Control in Subjects With Type 2 Diabetes,Liraglutide Effect and Action in Diabetes (LEAD-1): Effect on Glycaemic Control After Once Daily Administration of Liraglutide in Combination With Glimepiride Versus Glimepiride Monotherapy Versus Glimepiride and Rosiglitazone Combination Therapy in Subjects With Type 2 Diabetes.,1041,glimepiride|rosiglitazone,liraglutide,undefined,NA
NCT00410384,Phase 3,3,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus,"A Phase 3, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, 76-Week Study to Evaluate the Efficacy and Safety of Belimumab (HGS1006, LymphoStat-B™), a Fully Human Monoclonal Anti-BLyS Antibody, in Subjects With Systemic Lupus Erythematosus (SLE)",819,placebo,belimumab,plac_stnd,TRUE
NCT00782210,Phase 3,3,12 / 48 Week Pivotal PFT vs PBO in COPD I,"Randomised, Double-blind, Placebo-controlled, Parallel Group Study to Assess the Efficacy and Safety of 48 Weeks of Once Daily Treatment of Orally Inhaled BI 1744 CL (5 mcg [2 Actuations of 2.5 mcg] and 10 mcg [2 Actuations of 5 mcg]) Delivered by the Respimat® Inhaler, in Patients With Chronic Obstructive Pulmonary Disease (COPD)",625,placebo,olodaterol,plac_stnd,FALSE
