nct_id,phase,number_of_arms,brief_title,official_title,enrollment,start_date,completion_date,sponsor
NCT01422876,Phase 3,5,Efficacy and Safety of Empagliflozin (BI 10773) / Linagliptin (BI 1356) Fixed Dose Combination in Treatment naïve and Metformin Treated Type 2 Diabetes Patients,"A Phase III Randomized, Double-blind, Parallel Group Study to Evaluate the Efficacy and Safety of Once Daily Oral Administration of BI 10773 25 mg/Linagliptin 5 mg and BI 10773 10 mg/Linagliptin 5 mg Fixed Dose Combination Tablets Compared With the Individual Components (BI 10773 25 mg, BI 10773 10 mg, and Linagliptin 5 mg) for 52 Weeks in Treatment naïve and Metformin Treated Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control",1405,2011-08-01,2013-09-01,Boehringer Ingelheim
NCT01462942,Phase 3,5,Long-term Efficacy and Safety of Aclidinium Bromide/Formoterol Fumarate Fixed-Dose Combination,Efficacy and Safety of Aclidinium Bromide/Formoterol Fumarate Fixed-dose Combinations Compared With Individual Components and Placebo When Administered to Patients With Stable Chronic Obstructive Pulmonary Disease.,2443,2011-10-01,2013-01-01,AstraZeneca
NCT01470053,Phase 3,3,Efficacy and Safety of Mometasone Furoate Plus Azelastine HCl Combination Versus Mometasone Furoate Alone or Azelastine Alone in Patients With Perennial Allergic Rhinitis,"A Multicenter, Randomized, Double-blind Phase Ⅲ Study of Mometasone Furoate/Azelastine Hydrochloride Combination Group and Mometasone Furoate and Azelastine Hydrochloride Group 4 Weeks After Treatment, Each Treatment Group Comparisons for Evaluation of Efficacy and Safety in Perennial Allergic Rhinitis Patient.",347,2011-03-01,2012-11-01,"Hanlim Pharm. Co., Ltd."
NCT01493531,Phase 3,3,Combining Lesinurad With Allopurinol in Inadequate Responders,"A Phase 3 Randomized, Double-Blind, Multicenter, Placebo- Controlled, Combination Study to Evaluate the Efficacy and Safety of Lesinurad and Allopurinol Compared to Allopurinol Alone in Subjects With Gout Who Have Had an Inadequate Hypouricemic Response to Standard of Care Allopurinol",610,2011-12-01,2014-07-01,"Ardea Biosciences, Inc."
NCT01566604,Phase 3,2,"Efficacy, Safety and Tolerability of NVA237 in Patients With Chronic Obstructive Pulmonary Disease","A 26-week Treatment, Randomised, Double-blind, Placebo-controlled, Parallel Group Study to Assess the Efficacy, Safety and Tolerability of NVA237 (50 µg o.d.) in Patients With Chronic Obstructive Pulmonary Disease",460,2012-03-01,2013-06-01,Novartis
NCT01663402,Phase 3,2,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Effect of Alirocumab (SAR236553/REGN727) on the Occurrence of Cardiovascular Events in Patients Who Have Recently Experienced an Acute Coronary Syndrome",18600,2012-10-01,2018-01-23,Sanofi
NCT01708603,Phase 3,4,Study of Efficacy and Safety of Brodalumab Compared With Placebo and Ustekinumab in Moderate to Severe Plaque Psoriasis Subjects,A Phase 3 Study to Evaluate the Efficacy and Safety of Induction and Maintenance Regimens of Brodalumab Compared With Placebo and Ustekinumab in Subjects With Moderate to Severe Plaque Psoriasis: AMAGINE-2,1831,2012-08-01,2015-08-01,Amgen
NCT01714817,Phase 3,2,Efficacy and Safety Study of Abatacept to Treat Lupus Nephritis,"A Phase 3 Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of BMS-188667 (Abatacept) or Placebo on a Background of Mycophenolate Mofetil and Corticosteroids in the Treatment of Subjects With Active Class III or IV Lupus Nephritis",695,2013-01-22,2018-05-18,Bristol-Myers Squibb
NCT01730534,Phase 3,2,Multicenter Trial to Evaluate the Effect of Dapagliflozin on the Incidence of Cardiovascular Events,"Dapagliflozin Effect on Cardiovascular Events A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Effect of Dapagliflozin 10 mg Once Daily on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischemic Stroke in Patients With Type 2 Diabetes",17276,2013-04-25,2018-07-18,AstraZeneca
NCT01774474,Phase 3,7,PRevention of Macular EDema After Cataract Surgery,PRevention of Macular EDema After Cataract Surgery,1127,2013-07-10,2016-11-04,Maastricht University Medical Center
NCT01850615,Phase 3,2,"Efficacy and Safety of FIAsp in a Basal-bolus Regimen Versus Basal Insulin Therapy, Both in Combination With Metformin in Adult Subjects With Type 2 Diabetes","Efficacy and Safety of FIAsp in a Basal-bolus Regimen Versus Basal Insulin Therapy, Both in Combination With Metformin in Adult Subjects With Type 2 Diabetes",323,2013-09-23,2014-11-17,Novo Nordisk A/S
NCT01854658,Phase 3,4,"Multi-Center Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD (PINNACLE 2)","A Randomized, Double-Blind (Test Products and Placebo), Chronic Dosing (24 Weeks), Placebo-Controlled, Parallel Group, Multi-Center Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD, Compared With Placebo",1615,2013-07-01,2015-03-01,"Pearl Therapeutics, Inc."
NCT01860729,Phase 3,2,A Study of the Safety and Efficacy of Anacetrapib (MK-0859) Among Participants With Hypercholesterolemia When Added to Ongoing Statin Therapy (MK-0859-022),"A 24-Week, Worldwide, Multicenter, Double-Blind, Randomized, Parallel, Placebo- Controlled Study to Assess the Efficacy and Tolerability of Anacetrapib When Added to Ongoing Statin Therapy With or Without Other Lipid Modifying Medication(s) in Patients With Hypercholesterolemia or Low HDL-C",589,2013-05-01,2015-08-01,Merck Sharp & Dohme Corp.
NCT01870778,Phase 3,2,"Efficacy, Safety and Tolerability of Serelaxin When Added to Standard Therapy in AHF","A Multicenter, Randomized, Double-blind, Placebo-controlled Phase III Study to Evaluate the Efficacy, Safety and Tolerability of Serelaxin When Added to Standard Therapy in Acute Heart Failure Patients",6566,2013-10-02,2017-02-01,Novartis
NCT01914757,Phase 3,3,Efficacy and Safety Study of Benralizumab in Adults and Adolescents Inadequately Controlled on Inhaled Corticosteroid Plus Long-acting β2 Agonist,"A Multicentre, Randomized, Double-blind, Parallel Group, Placebocontrolled, Phase 3 Study to Evaluate the Efficacy and Safety of Benralizumab in Asthmatic Adults and Adolescents Inadequately Controlled on Inhaled Corticosteroid Plus Long-acting β2 Agonist (CALIMA)",2508,2013-08-01,2016-03-01,AstraZeneca
NCT01986855,Phase 3,3,A Study of the Efficacy and Safety of Ertugliflozin in Participants With Type 2 Diabetes Mellitus With Stage 3 Chronic Kidney Disease Who Have Inadequate Glycemic Control on Antihyperglycemic Therapy (MK-8835-001),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Efficacy and Safety of Ertugliflozin (MK-8835/PF-04971729) in Subjects With Type 2 Diabetes Mellitus With Stage 3 Chronic Kidney Disease Who Have Inadequate Glycemic Control on Background Antihyperglycemic Therapy",468,2013-12-02,2016-09-28,Merck Sharp & Dohme Corp.
NCT02074982,Phase 3,2,Efficacy of Secukinumab Compared to Ustekinumab in Patients With Plaque-type Psoriasis,"A 52-week, Multicenter, Randomized, Double-blind Study of Subcutaneous Secukinumab to Demonstrate Efficacy as Assessed by Psoriasis Area and Severity Index at 16 Weeks of Treatment Compared to Ustekinumab and to Assess Long-term Safety, Tolerability and Efficacy in Subjects With Moderate to Severe Plaque Psoriasis (CLEAR)",676,2014-02-26,2016-06-29,Novartis
NCT02085161,Phase 3,4,To Evaluate the Effect of Inhaled Medication Together With Exercise and Activity Training on Exercise Capacity and Daily Activities in Patients With Chronic Lung Disease With Obstruction of Airways,"An Exploratory, 12 Week, Randomised, Partially Double-blinded, Placebo-controlled Parallel Group Trial to Explore the Effects of Once Daily Treatments of Orally Inhaled Tiotropium + Olodaterol Fixed Dose Combination or Tiotropium (Both Delivered by Respimat® Inhaler), Supervised Exercise Training and Behavior Modification on Exercise Capacity and Physical Activity in Patients With Chronic Obstructive Pulmonary Disease (COPD)",304,2014-03-01,2015-10-01,Boehringer Ingelheim
NCT02094937,Phase 3,4,A Study to Compare the Efficacy and Safety of Fluticasone Furoate (FF) 100 mcg Once Daily With Fluticasone Propionate (FP) 250 mcg Twice Daily (BD) and FP 100 mcg BD in Well-controlled Asthmatic Japanese Subjects,"201135 : A Randomised, Double-blind, Multicenter, Parallel-group Study to Compare the Efficacy and Safety of Fluticasone Furoate (FF) 100 mcg Once Daily With Fluticasone Propionate (FP) 250 mcg Twice Daily (BD) and FP 100 mcg BD in Well-controlled Asthmatic Subjects Stepped Down From a Maintenance Therapy With RELVAR® Inhaler (FF/VI) 100/25 mcg Once-daily in Japanese Subjects",430,2014-03-27,2015-08-28,GlaxoSmithKline
NCT02164864,Phase 3,3,Evaluation of Dual Therapy With Dabigatran vs. Triple Therapy With Warfarin in Patients With AF That Undergo a PCI With Stenting (REDUAL-PCI),"A Prospective Randomised, Open Label, Blinded Endpoint (PROBE) Study to Evaluate DUAL Antithrombotic Therapy With Dabigatran Etexilate (110mg and 150mg b.i.d.) Plus Clopidogrel or Ticagrelor vs. Triple Therapy Strategy With Warfarin (INR 2.0 - 3.0) Plus Clopidogrel or Ticagrelor and Aspirin in Patients With Non Valvular Atrial Fibrillation (NVAF) That Have Undergone a Percutaneous Coronary Intervention (PCI) With Stenting",2725,2014-07-22,2017-06-05,Boehringer Ingelheim
NCT02172573,Phase 3,3,Safety and Efficacy of Pramipexole and Bromocriptine Combined With L-dopa in Parkinson's Disease,"A Double-blind, Placebo-controlled, Randomised, Multicenter Trial to Compare the Safety and Efficacy of Oral Administration of Pramipexole up to 4.5mg and Bromocriptine up to 22.5mg Combined With L-dopa in Advanced Parkinson's Disease",315,1999-04-01,NA,Boehringer Ingelheim
NCT02177500,Phase 3,2,Telmisartan Plus Hydrochlorothiazide in Subjects With Mild-to-moderate Hypertension Who Failed to Respond to Telmisartan Monotherapy,"An Eight Week Randomized, Double-Blind Study Comparing a Fixed Dose Combination of Telmisartan 40 mg Plus Hydrochlorothiazide 12.5 mg to Telmisartan 40 mg in Patients Who Fail to Respond Adequately to Treatment With Telmisartan 40 mg",327,2000-01-01,NA,Boehringer Ingelheim
NCT02181998,Phase 3,2,A Trial on Efficacy and Safety of Full Dose Tenecteplase Combined With Unfractionated Heparin (UFH) or Enoxaparin in Acute Myocardial Infarction (AMI) in the Prehospital Setting,"A Phase IIIb-IV, Randomised, Open Label Trial on Efficacy and Safety of 2 Parallel Groups: Full Dose Tenecteplase Combined With Unfractionated Heparin or Enoxaparin in Acute Myocardial Infarction in the Prehospital Setting (ASSENT 3 Plus) ASSENT 3 Plus Was a Satellite Study to ASSENT 3 (Main Study) ASSENT (ASsessment of the Safety and Efficacy of New Thrombolytic Regimens)",1606,2000-07-01,NA,Boehringer Ingelheim
NCT02194205,Phase 3,4,Comparison of Safety and Efficacy of COMBIVENT HFA to COMBIVENT (CFC) in Patients With Chronic Obstructive Pulmonary Disease (COPD),"A One-year Randomized, Double-blind, Placebo and Active-controlled Parallel Design Safety and Efficacy Comparison of COMBIVENT HFA Inhalation Aerosol to COMBIVENT (CFC) Inhalation Aerosol in Patients With COPD",360,2000-10-01,NA,Boehringer Ingelheim
NCT02227550,Phase 4,2,Apixaban During Atrial Fibrillation Catheter Ablation: Comparison to Vitamin K Antagonist Therapy,"An Investigator-driven, Prospective, Parallel-group, Randomised, Open, Blinded Outcome Assessment (PROBE), Multi-centre Trial to Determine the Optimal Anticoagulation Therapy for Patients Untergoing Catheter Ablation of Atrial Fibrillation",676,2014-12-01,2017-09-01,Atrial Fibrillation Network
NCT02229227,Phase 3,2,Safety and Efficacy of Albiglutide + Insulin Glargine Versus Insulin Lispro + Insulin Glargine Subjects With Type 2 Diabetes Mellitus,Study 200977: Albiglutide + Insulin Glargine Versus Insulin Lispro + Insulin Glargine in the Treatment of Subjects With Type 2 Diabetes Mellitus: The Switch Study,814,2014-11-21,2017-07-24,GlaxoSmithKline
NCT02244229,Phase 4,2,Study to Evaluate the Therapeutic Action of Tamsulosin and Finasteride in Symptomatic Benign Prostatic Hyperplasia (BPH) Patients,"MICTUS (Multicentre Investigation to Characterise the Effect of Tamsulosin on Urinary Symptoms): A Multicentre, Double-blind, Randomised, Parallel Group Study, Aimed at Characterising the Effect of Tamsulosin, an Uroselective α1- Receptor Blocking Agent, on the Urological Symptoms and Their Impact on General Health Status and Quality of Life in Outpatients Affected by Symptomatic Benign Prostatic Hyperplasia: Comparison With Finasteride.",403,1998-04-01,NA,Boehringer Ingelheim
NCT02343926,Phase 3,2,Phase 3 Study to Compare the Efficacy and Safety of Gemigliptin and Vildagliptin as Add-on Therapy to Metformin in People With Type 2 Diabetes Inadequately Controlled With Metformin,"A Multicentre, National, Randomized, Parallel-group, Phase 3 Study to Compare the Efficacy and Safety of Gemigliptin and Vildagliptin as Add-on Therapy to Metformin in People With Type 2 Diabetes Inadequately Controlled With Metformin",443,2014-12-01,2016-04-01,Sanofi
NCT02420262,Phase 3,2,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Basal-bolus Therapy in Subjects With Type 2 Diabetes Mellitus,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Basal-bolus Therapy in Subjects With Type 2 Diabetes Mellitus,506,2015-07-26,2016-10-05,Novo Nordisk A/S
NCT02741245,Phase 3,5,A Study of the Efficacy and Safety of MK-0653H in Japanese Participants With Hypercholesterolemia (MK-0653H-832),"A Phase III, Randomized, Active Comparator-controlled, Clinical Trial to Study the Efficacy and Safety of MK-0653H in Japanese Patients With Hypercholesterolemia.",321,2016-06-01,2017-01-01,Merck Sharp & Dohme Corp.
NCT00043784,Phase 3,NA,SYNERGY: Open Study of Enoxaparin Versus Unfractionated Heparin in Patients With Acute Coronary Syndromes,"A Prospective, Randomized, Open-Label, Multicenter Study in Patients Presenting With Acute Coronary Syndromes (ACS)",8000,2001-08-01,NA,Sanofi
NCT00049829,Phase 3,NA,HORIZON-PFT: Pivotal Fracture Trial,HORIZON-PFT: Pivotal Fracture Trial,7700,2002-01-01,NA,Novartis
NCT00073372,Phase 3,NA,A Study of Effectiveness and Safety of Abciximab in Patients With Acute Ischemic Stroke (AbESTT-II),"Abciximab (ReoPro) in Acute Ischemic Stroke: A Phase III, Multinational, Multicenter, Randomized, Double-blind, Placebo-controlled Trial.",808,2003-10-01,2005-12-01,"Centocor, Inc."
NCT00076076,Phase 3,NA,The FLASH Study: A Study of Roflumilast Versus Placebo in Patients With Asthma (BY217/M2-023),"The FLASH Study: A Randomized, Controlled Study of Roflumilast 250 mcg and 500 mcg Versus Placebo in Patients With Asthma",822,2003-12-01,2005-06-01,AstraZeneca
NCT00092625,Phase 3,NA,Co-administration Study in Patients With Elevated Cholesterol and Coronary Heart Disease (0653-803),"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of Ezetimibe 10 mg or Placebo Added to Existing Atorvastatin 10 mg or 20 mg in Attaining Low-Density Lipoprotein Cholesterol Target Levels in Patients With Hypercholesterolemia and Coronary Heart Disease.",442,2003-03-01,2004-08-01,Merck Sharp & Dohme Corp.
NCT00092651,Phase 3,NA,A Study of MK0653A (Ezetimibe (+) Simvastatin) in Patients With Hypercholesterolemia (0653A-038),"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, ""Factorial"" Design Study to Evaluate the Lipid-Altering Efficacy and Safety of Ezetimibe/Simvastatin Combination Tablet in Patients With Primary Hypercholesterolemia",1398,2002-09-01,2003-06-01,Merck Sharp & Dohme Corp.
NCT00118703,Phase 3,NA,Once-Daily Investigational Nasal Spray In Adults And Adolescents With Vasomotor Rhinitis,"A 4 Week Randomized, Double Blind, Placebo Controlled Study of GW685698X Aq Nasal Spray 100mcg QD in Adults and Adolescents With Vasomotor Rhinitis",350,2005-07-01,2006-02-09,GlaxoSmithKline
NCT00121641,Phase 3,5,Saxagliptin Treatment in Subjects With Type 2 Diabetes Who Are Not Controlled With Diet and Exercise,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Saxagliptin (BMS-477118) as Monotherapy in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control With Diet and Exercise",1035,2005-07-01,2010-02-01,AstraZeneca
NCT00129233,Phase 4,2,Comparison of Valsartan With Amlodipine in Hypertensive Patients With Glucose Intolerance,The Novel Antihypertensive Goal Of hYpertension With diAbetes ― Hypertensive Events and ARb Treatment (NAGOYA-HEART) Study,1150,2004-10-01,2013-04-01,Nagoya University
NCT00133692,Phase 4,NA,INVEST: INternational VErapamil SR Trandolapril STudy,INternational VErapamil SR Trandolapril STudy,22000,1997-09-01,2003-02-01,University of Florida
